Displacement/μm - ,Load/N - 
641.96,663.371
642.38,663.301
642.7,663.231
643,663.161
643.32,662.986
643.66,662.846
643.98,662.776
644.24,662.741
644.52,662.706
644.8,662.706
645.08,662.706
645.32,662.671
645.68,662.671
645.96,662.671
646.2,662.671
646.48,662.706
646.74,662.776
647.02,662.776
647.32,662.776
647.64,662.776
647.96,662.776
648.3,662.776
648.62,662.776
649.12,662.776
649.5,662.776
649.86,662.811
650.24,662.881
650.62,662.916
650.96,662.951
651.34,662.986
651.68,662.986
652.08,662.881
652.44,662.811
652.8,662.811
653.28,662.846
653.6,662.846
653.9,662.881
654.18,662.916
654.48,662.986
654.78,662.986
655.08,663.056
655.36,663.126
655.62,663.196
655.92,663.231
656.18,663.301
656.58,663.371
656.88,663.406
657.18,663.441
657.44,663.546
657.74,663.651
658,663.791
658.28,663.861
658.6,664.001
658.88,664.036
659.22,664.106
659.58,664.141
660.06,664.141
660.44,664.176
660.78,664.176
661.16,664.176
661.5,664.211
661.84,664.246
661.9,664.246
661.92,663.511
661.94,662.706
661.94,661.935
661.94,661.165
661.96,660.29
661.98,659.624
661.98,659.029
661.98,658.469
662,657.944
662,657.629
662,657.173
662,656.718
662,656.298
661.98,655.878
662.02,655.528
662,655.038
662,654.722
662,654.407
662.02,654.092
662.02,653.812
662.04,653.532
662.02,653.287
662.02,653.007
662.02,652.762
662.02,652.552
662.02,652.377
662.04,652.026
662.04,651.886
662.06,651.676
662.06,651.501
662.04,651.291
662.04,651.116
662.04,650.941
662.06,650.766
662.06,650.591
662.04,650.451
662.04,650.276
662.06,650.101
662.06,649.961
662.06,649.821
662.06,649.68
662.06,649.54
662.06,649.4
662.08,649.295
662.08,649.155
662.08,649.085
662.06,648.945
662.06,648.84
662.08,648.7
662.06,648.595
662.08,648.49
662.08,648.35
662.08,648.28
662.08,648.175
662.08,648.07
662.08,647.965
662.08,647.86
662.08,647.79
662.08,647.685
662.08,647.58
662.08,647.475
662.1,647.405
662.1,647.335
662.1,647.265
662.08,647.16
662.1,647.089
662.1,647.019
662.08,646.949
662.08,646.844
662.1,646.774
662.08,646.704
662.08,646.634
662.1,646.564
662.1,646.494
662.1,646.424
662.1,646.354
662.1,646.284
662.1,646.214
662.1,646.144
662.1,646.109
662.08,646.039
662.1,645.934
662.1,645.899
662.12,645.829
662.1,645.794
662.1,645.759
662.12,645.689
662.12,645.619
662.12,645.584
662.12,645.514
662.1,645.479
662.1,645.409
662.1,645.339
662.12,645.304
662.12,645.269
662.12,645.199
662.1,645.164
662.14,645.094
662.1,645.059
662.1,644.989
662.14,644.954
662.12,644.919
662.1,644.884
662.14,644.814
662.14,644.779
662.12,644.744
662.12,644.674
662.12,644.639
662.12,644.603
662.12,644.568
662.12,644.498
662.14,644.463
662.12,644.428
662.14,644.393
662.14,644.358
662.14,644.288
662.14,644.253
662.14,644.218
662.12,644.183
662.12,644.148
662.14,644.113
662.14,644.113
662.14,644.043
662.14,644.043
662.14,643.973
662.12,643.938
662.14,643.903
662.12,643.868
662.12,643.833
662.14,643.798
662.14,643.763
662.14,643.728
662.14,643.693
662.16,643.658
662.14,643.623
662.12,643.588
662.16,643.553
662.14,643.518
662.14,643.518
662.14,643.483
662.14,643.483
662.14,643.448
662.14,643.413
662.14,643.378
662.16,643.343
662.14,643.308
662.16,643.273
662.16,643.238
662.16,643.203
662.16,643.168
662.14,643.133
662.16,643.133
662.14,643.098
662.16,643.098
662.16,643.063
662.14,643.028
662.14,642.993
662.16,642.958
662.16,642.923
662.16,642.923
662.14,642.888
662.16,642.853
662.14,642.853
662.16,642.853
662.16,642.783
662.14,642.783
662.16,642.748
662.16,642.713
662.16,642.678
662.16,642.678
662.16,642.643
662.16,642.608
662.16,642.608
662.16,642.573
662.16,642.538
662.16,642.538
662.16,642.503
662.16,642.468
662.14,642.468
662.16,642.468
662.16,642.433
662.16,642.398
662.16,642.398
662.16,642.363
662.16,642.328
662.16,642.328
662.16,642.293
662.16,642.258
662.16,642.258
662.16,642.223
662.16,642.223
662.16,642.188
662.16,642.153
662.16,642.153
662.16,642.118
662.16,642.118
662.16,642.083
662.16,642.083
662.16,642.047
662.16,642.047
662.16,642.012
662.16,641.977
662.16,641.977
662.16,641.942
662.16,641.942
662.16,641.907
662.16,641.872
662.16,641.872
662.16,641.872
662.16,641.837
662.16,641.802
662.16,641.802
662.16,641.767
662.16,641.767
662.16,641.732
662.16,641.732
662.16,641.697
662.16,641.697
662.16,641.697
662.18,641.662
662.16,641.627
662.18,641.592
662.16,641.592
662.16,641.557
662.16,641.557
662.18,641.522
662.18,641.522
662.16,641.487
662.18,641.487
662.16,641.487
662.2,641.452
662.16,641.452
662.16,641.452
662.16,641.452
662.18,641.417
662.16,641.382
662.16,641.382
662.18,641.382
662.16,641.347
662.18,641.347
662.18,641.312
662.16,641.312
662.16,641.277
662.18,641.277
662.16,641.242
662.16,641.242
662.16,641.242
662.16,641.207
662.16,641.207
662.16,641.172
662.16,641.172
662.16,641.172
662.16,641.172
662.16,641.137
662.18,641.102
662.18,641.102
662.18,641.102
662.2,641.067
662.18,641.067
662.18,641.067
662.18,641.032
662.16,641.032
662.18,640.997
662.2,640.997
662.18,640.962
662.16,640.962
662.16,640.962
662.16,640.927
662.18,640.927
662.2,640.927
662.18,640.892
662.16,640.892
662.2,640.892
662.18,640.892
662.16,640.857
662.16,640.857
662.18,640.822
662.16,640.822
662.18,640.822
662.16,640.787
662.16,640.787
662.16,640.752
662.16,640.752
662.16,640.752
662.16,640.717
662.16,640.717
662.16,640.717
662.18,640.682
662.16,640.682
662.18,640.682
662.18,640.647
662.18,640.647
662.16,640.647
662.16,640.647
662.18,640.612
662.16,640.612
662.16,640.577
662.16,640.577
662.16,640.577
662.2,640.542
662.18,640.542
662.16,640.542
662.16,640.507
662.18,640.507
662.18,640.507
662.18,640.472
662.2,640.472
662.18,640.472
662.2,640.437
662.16,640.472
662.2,640.437
662.18,640.437
662.18,640.437
662.2,640.402
662.18,640.402
662.16,640.402
662.18,640.367
662.16,640.367
662.2,640.367
662.18,640.332
662.18,640.332
662.18,640.332
662.16,640.297
662.16,640.297
662.16,640.297
662.2,640.297
662.18,640.262
662.16,640.262
662.18,640.227
662.2,640.227
662.18,640.227
662.16,640.227
662.16,640.227
662.18,640.192
662.16,640.192
662.2,640.157
662.18,640.157
662.18,640.157
662.2,640.157
662.18,640.157
662.18,640.122
662.18,640.122
662.18,640.122
662.18,640.087
662.18,640.087
662.18,640.087
662.18,640.087
662.18,640.052
662.16,640.052
662.18,640.052
662.2,640.017
662.2,640.017
662.18,640.017
662.16,640.017
662.18,639.982
662.18,639.982
662.16,639.982
662.18,639.947
662.2,639.947
662.18,639.947
662.2,639.947
662.18,639.947
662.2,639.912
662.2,639.912
662.16,639.912
662.18,639.912
662.18,639.912
662.2,639.877
662.18,639.877
662.2,639.877
662.18,639.842
662.2,639.842
662.18,639.842
662.2,639.842
662.2,639.807
662.2,639.807
662.18,639.807
662.2,639.807
662.16,639.807
662.18,639.772
662.2,639.772
662.2,639.772
662.18,639.772
662.2,639.772
662.18,639.737
662.18,639.737
662.18,639.737
662.18,639.737
662.16,639.702
662.2,639.702
662.18,639.702
662.2,639.702
662.18,639.667
662.16,639.667
662.2,639.667
662.2,639.667
662.2,639.632
662.2,639.632
662.2,639.632
662.2,639.632
662.2,639.632
662.18,639.597
662.18,639.597
662.18,639.597
662.18,639.597
662.18,639.597
662.2,639.597
662.18,639.562
662.18,639.562
662.18,639.562
662.2,639.562
662.18,639.526
662.18,639.526
662.18,639.526
662.2,639.526
662.2,639.491
662.18,639.491
662.2,639.491
662.18,639.491
662.2,639.456
662.18,639.491
662.2,639.456
662.16,639.456
662.18,639.456
662.2,639.456
662.18,639.456
662.2,639.421
662.2,639.421
662.2,639.421
662.18,639.386
662.18,639.386
662.18,639.386
662.18,639.386
662.2,639.351
662.18,639.351
662.2,639.351
662.18,639.351
662.2,639.351
662.2,639.316
662.2,639.316
662.2,639.316
662.18,639.316
662.18,639.316
662.2,639.316
662.2,639.281
662.18,639.281
662.2,639.281
662.18,639.281
662.2,639.281
662.2,639.281
662.2,639.246
662.2,639.246
662.2,639.246
662.2,639.246
662.2,639.211
662.22,639.211
662.2,639.211
662.18,639.211
662.2,639.176
662.2,639.071
662.22,638.896
662.24,638.756
662.24,638.721
662.24,638.686
662.24,638.651
662.26,638.616
662.24,638.546
662.26,638.546
662.26,638.511
662.26,638.511
662.36,638.616
662.48,638.826
662.56,639.001
662.64,639.141
662.74,639.281
662.84,639.702
662.94,640.157
663.06,640.507
663.18,640.857
663.24,641.102
663.34,641.347
663.44,641.592
663.54,641.767
663.62,642.047
663.74,642.328
663.84,642.608
663.94,642.923
664.06,643.238
664.16,643.553
664.3,643.868
664.44,644.358
664.56,644.709
664.68,645.094
664.8,645.514
664.94,645.899
665.06,646.284
665.18,646.739
665.32,647.124
665.44,647.58
665.6,647.895
665.72,648.315
665.86,648.77
666.06,649.435
666.18,649.926
666.32,650.451
666.46,650.941
666.62,651.431
666.76,651.921
666.9,652.377
667.06,652.867
667.22,653.392
667.38,653.917
667.56,654.442
667.7,654.968
667.96,655.738
668.16,656.333
668.36,656.928
668.54,657.489
668.76,658.119
669,658.714
669.2,659.099
669.44,659.694
669.66,660.29
669.92,660.85
670.14,661.375
670.38,661.935
670.74,662.706
670.96,663.266
671.22,663.826
671.46,664.386
671.68,664.947
671.92,665.542
672.16,666.137
672.44,666.627
672.68,667.152
672.92,667.678
673.16,668.063
673.42,668.553
673.76,669.323
673.98,669.638
674.2,670.129
674.42,670.619
674.66,671.109
674.88,671.599
675.12,671.984
675.36,672.404
675.56,672.79
675.82,673.175
676.04,673.525
676.28,673.84
676.58,674.225
676.8,674.505
677.04,674.785
677.26,674.995
677.5,675.241
677.7,675.416
677.94,675.556
678.16,675.696
678.4,675.871
678.6,676.011
678.82,676.116
679.08,676.221
679.46,676.291
679.72,676.361
680.02,676.361
680.3,676.396
680.62,676.396
680.92,676.431
681.26,676.431
681.56,676.396
681.88,676.361
682.18,676.326
682.48,676.326
682.84,676.326
683.24,676.291
683.52,676.256
683.82,676.186
684.1,676.116
684.4,676.046
684.68,675.976
684.92,675.871
685.18,675.766
685.46,675.696
685.7,675.661
685.96,675.661
686.22,675.626
686.58,675.591
686.8,675.591
687.06,675.591
687.3,675.591
687.56,675.591
687.8,675.556
688.04,675.486
688.3,675.451
688.56,675.416
688.84,675.416
689.14,675.416
689.48,675.451
689.94,675.486
690.28,675.486
690.62,675.486
690.96,675.486
691.28,675.486
691.64,675.451
691.98,675.416
692.32,675.416
692.68,675.346
693.04,675.241
693.4,675.206
693.7,675.206
694.16,675.171
694.52,675.136
694.78,675.171
695.1,675.171
695.36,675.171
695.68,675.206
695.94,675.276
696.22,675.276
696.48,675.346
696.76,675.346
697.04,675.416
697.32,675.486
697.72,675.556
697.98,675.626
698.24,675.696
698.52,675.766
698.78,675.836
699.04,675.906
699.32,676.011
699.64,676.081
699.92,676.151
700.26,676.221
700.58,676.256
700.9,676.326
701.38,676.431
701.7,676.536
702.06,676.641
702.4,676.781
702.76,676.886
703.08,676.991
703.4,677.096
703.74,677.166
704.02,677.271
704.32,677.376
704.38,677.587
704.4,677.131
704.4,676.186
704.4,675.486
704.4,674.82
704.44,674.19
704.44,673.56
704.44,673
704.44,672.474
704.44,671.914
704.44,671.424
704.44,670.969
704.44,670.549
704.44,670.129
704.44,669.708
704.44,669.323
704.46,668.973
704.44,668.623
704.44,668.308
704.46,667.993
704.46,667.678
704.46,667.397
704.46,667.117
704.44,666.837
704.46,666.557
704.48,666.312
704.46,665.997
704.48,665.787
704.48,665.542
704.46,665.332
704.48,665.122
704.48,665.017
704.46,664.806
704.5,664.596
704.48,664.421
704.46,664.246
704.48,664.071
704.48,663.896
704.46,663.651
704.48,663.511
704.48,663.336
704.48,663.196
704.46,663.056
704.48,662.916
704.5,662.776
704.5,662.636
704.48,662.496
704.5,662.356
704.48,662.25
704.5,662.18
704.48,661.97
704.5,661.9
704.5,661.76
704.52,661.655
704.5,661.55
704.5,661.41
704.48,661.305
704.5,661.2
704.5,661.095
704.52,660.99
704.5,660.92
704.52,660.815
704.5,660.675
704.5,660.57
704.52,660.5
704.52,660.43
704.5,660.325
704.5,660.22
704.52,660.185
704.52,660.115
704.52,660.01
704.52,659.94
704.52,659.835
704.52,659.764
704.52,659.659
704.52,659.589
704.52,659.519
704.52,659.449
704.52,659.379
704.52,659.309
704.52,659.239
704.52,659.134
704.52,659.064
704.52,659.029
704.52,658.994
704.52,658.924
704.52,658.819
704.52,658.749
704.52,658.714
704.52,658.679
704.52,658.609
704.52,658.539
704.5,658.469
704.52,658.399
704.52,658.329
704.52,658.294
704.52,658.224
704.52,658.189
704.52,658.119
704.52,658.049
704.52,658.014
704.52,657.944
704.52,657.909
704.52,657.839
704.52,657.804
704.52,657.734
704.52,657.734
704.54,657.664
704.52,657.629
704.52,657.559
704.54,657.489
704.54,657.454
704.52,657.419
704.54,657.349
704.54,657.314
704.52,657.278
704.52,657.243
704.52,657.208
704.52,657.138
704.52,657.103
704.54,657.033
704.54,657.033
704.52,656.963
704.52,656.928
704.52,656.858
704.54,656.823
704.54,656.788
704.52,656.753
704.54,656.718
704.52,656.718
704.54,656.648
704.54,656.613
704.52,656.578
704.54,656.543
704.54,656.508
704.52,656.438
704.52,656.403
704.52,656.403
704.52,656.333
704.54,656.298
704.52,656.263
704.54,656.263
704.52,656.228
704.52,656.193
704.52,656.158
704.54,656.123
704.52,656.088
704.52,656.053
704.54,656.018
704.52,655.983
704.52,655.948
704.52,655.913
704.52,655.878
704.54,655.843
704.54,655.843
704.56,655.808
704.54,655.773
704.54,655.738
704.54,655.703
704.54,655.668
704.54,655.633
704.56,655.633
704.54,655.598
704.54,655.563
704.54,655.528
704.56,655.493
704.54,655.493
704.56,655.458
704.54,655.423
704.56,655.423
704.56,655.353
704.54,655.318
704.54,655.318
704.56,655.318
704.54,655.283
704.54,655.248
704.56,655.213
704.54,655.178
704.56,655.143
704.56,655.143
704.56,655.108
704.54,655.073
704.56,655.038
704.54,655.038
704.54,655.003
704.56,654.968
704.56,654.933
704.56,654.933
704.54,654.898
704.54,654.898
704.56,654.863
704.54,654.863
704.56,654.828
704.54,654.793
704.56,654.758
704.54,654.758
704.54,654.722
704.54,654.722
704.54,654.687
704.56,654.652
704.56,654.652
704.56,654.617
704.54,654.582
704.54,654.582
704.54,654.547
704.56,654.512
704.56,654.512
704.56,654.477
704.54,654.477
704.56,654.442
704.56,654.407
704.54,654.407
704.56,654.372
704.56,654.372
704.56,654.337
704.56,654.337
704.54,654.302
704.56,654.302
704.56,654.267
704.58,654.232
704.56,654.232
704.56,654.197
704.54,654.197
704.56,654.162
704.56,654.127
704.54,654.127
704.56,654.092
704.56,654.092
704.56,654.092
704.56,654.057
704.56,654.022
704.56,654.022
704.54,653.987
704.56,653.987
704.56,653.952
704.56,653.952
704.56,653.917
704.56,653.917
704.56,653.882
704.56,653.882
704.56,653.847
704.56,653.847
704.56,653.812
704.56,653.812
704.54,653.777
704.56,653.777
704.56,653.742
704.56,653.742
704.56,653.707
704.56,653.707
704.56,653.707
704.56,653.672
704.56,653.672
704.56,653.637
704.56,653.637
704.58,653.637
704.56,653.602
704.56,653.602
704.54,653.567
704.56,653.567
704.56,653.532
704.56,653.532
704.56,653.532
704.56,653.497
704.56,653.497
704.56,653.462
704.58,653.462
704.58,653.427
704.58,653.427
704.58,653.427
704.56,653.392
704.56,653.392
704.58,653.357
704.58,653.357
704.56,653.357
704.56,653.322
704.58,653.322
704.56,653.287
704.56,653.287
704.56,653.252
704.58,653.252
704.56,653.217
704.58,653.217
704.56,653.182
704.56,653.182
704.56,653.182
704.56,653.182
704.56,653.147
704.58,653.147
704.56,653.147
704.56,653.112
704.58,653.077
704.58,653.077
704.56,653.077
704.58,653.042
704.58,653.042
704.56,653.042
704.58,653.007
704.56,653.007
704.56,652.972
704.58,652.972
704.56,652.972
704.56,652.937
704.56,652.937
704.58,652.937
704.58,652.902
704.58,652.902
704.58,652.867
704.56,652.867
704.58,652.867
704.56,652.867
704.58,652.832
704.56,652.832
704.58,652.797
704.58,652.797
704.58,652.797
704.58,652.797
704.58,652.762
704.58,652.762
704.58,652.727
704.58,652.727
704.56,652.727
704.56,652.692
704.58,652.692
704.56,652.692
704.58,652.657
704.58,652.657
704.56,652.622
704.58,652.622
704.56,652.622
704.58,652.622
704.56,652.587
704.56,652.587
704.56,652.587
704.58,652.587
704.56,652.552
704.58,652.552
704.56,652.517
704.56,652.517
704.58,652.517
704.56,652.482
704.56,652.482
704.56,652.482
704.56,652.447
704.56,652.447
704.58,652.447
704.56,652.412
704.56,652.412
704.56,652.412
704.56,652.412
704.56,652.377
704.56,652.377
704.58,652.377
704.56,652.342
704.58,652.342
704.56,652.342
704.56,652.342
704.56,652.342
704.56,652.307
704.56,652.307
704.56,652.307
704.56,652.272
704.58,652.272
704.56,652.272
704.58,652.237
704.56,652.237
704.58,652.201
704.58,652.201
704.56,652.201
704.56,652.166
704.56,652.166
704.58,652.166
704.56,652.166
704.56,652.131
704.56,652.131
704.56,652.131
704.56,652.096
704.56,652.096
704.58,652.096
704.56,652.096
704.54,652.096
704.56,652.061
704.58,652.061
704.58,652.061
704.58,652.026
704.56,652.026
704.56,652.026
704.56,652.026
704.58,652.026
704.56,651.991
704.56,651.991
704.56,651.956
704.56,651.956
704.56,651.956
704.58,651.921
704.58,651.921
704.56,651.921
704.56,651.921
704.56,651.921
704.56,651.886
704.56,651.886
704.58,651.886
704.56,651.886
704.58,651.886
704.56,651.851
704.56,651.851
704.56,651.851
704.58,651.851
704.56,651.816
704.58,651.816
704.56,651.816
704.58,651.781
704.56,651.781
704.58,651.781
704.56,651.746
704.56,651.746
704.56,651.746
704.56,651.746
704.58,651.746
704.58,651.711
704.58,651.711
704.58,651.711
704.58,651.711
704.56,651.676
704.58,651.676
704.58,651.676
704.56,651.676
704.58,651.641
704.56,651.641
704.56,651.641
704.56,651.641
704.56,651.641
704.56,651.641
704.56,651.606
704.58,651.606
704.58,651.606
704.56,651.571
704.56,651.571
704.58,651.571
704.58,651.571
704.58,651.571
704.58,651.571
704.56,651.536
704.58,651.466
704.6,651.361
704.6,651.186
704.62,651.046
704.64,650.976
704.62,650.941
704.6,650.906
704.64,650.871
704.62,650.836
704.66,650.801
704.64,650.766
704.74,650.836
704.86,651.046
704.94,651.221
705.02,651.361
705.12,651.501
705.24,651.956
705.38,652.342
705.46,652.657
705.54,652.832
705.64,653.042
705.72,653.252
705.82,653.462
705.9,653.707
706,653.952
706.1,654.162
706.2,654.442
706.3,654.687
706.4,654.933
706.54,655.283
706.68,655.563
706.76,655.843
706.88,656.123
707,656.403
707.12,656.683
707.24,656.998
707.36,657.208
707.46,657.524
707.6,657.839
707.72,658.154
707.86,658.504
708,658.854
708.18,659.309
708.34,659.659
708.48,659.94
708.62,660.255
708.78,660.605
708.94,660.99
709.12,661.375
709.26,661.83
709.44,662.32
709.62,662.741
709.8,663.196
710,663.651
710.2,664.141
710.5,664.771
710.7,665.262
710.92,665.752
711.14,666.102
711.34,666.627
711.58,667.152
711.8,667.713
712.06,668.238
712.24,668.798
712.5,669.358
712.76,669.918
712.98,670.514
713.2,671.109
713.6,671.914
713.82,672.474
714.08,673.07
714.3,673.63
714.54,674.19
714.78,674.785
715.02,675.346
715.3,675.731
715.52,676.256
715.76,676.781
715.98,677.306
716.2,677.762
716.4,678.182
716.72,678.742
716.94,679.092
717.18,679.407
717.38,679.792
717.6,680.248
717.8,680.668
718.04,681.088
718.24,681.473
718.46,681.858
718.66,682.243
718.88,682.558
719.1,682.874
719.3,683.154
719.62,683.539
719.86,683.784
720.08,684.029
720.32,684.204
720.58,684.379
720.84,684.554
721.12,684.659
721.38,684.799
721.66,684.869
721.94,684.939
722.22,684.974
722.5,685.009
722.8,685.009
723.18,685.009
723.44,685.009
723.7,684.974
723.96,684.939
724.22,684.904
724.48,684.834
724.72,684.729
724.98,684.659
725.22,684.554
725.48,684.449
725.74,684.414
726,684.379
726.26,684.344
726.64,684.239
726.88,684.204
727.12,684.169
727.38,684.099
727.64,684.064
727.9,684.029
728.14,683.994
728.44,683.994
728.66,683.959
728.94,683.924
729.22,683.889
729.5,683.889
729.76,683.889
730.18,683.889
730.5,683.854
730.8,683.854
731.14,683.819
731.46,683.819
731.8,683.819
732.14,683.819
732.5,683.854
732.82,683.889
733.16,683.924
733.5,683.959
733.76,683.959
734.14,683.959
734.62,683.959
734.94,683.959
735.22,683.959
735.54,683.959
735.86,683.994
736.16,683.994
736.48,683.994
736.76,684.029
737.04,684.029
737.3,684.064
737.58,684.064
737.86,684.064
738.12,684.099
738.52,683.994
738.76,683.959
739.02,683.924
739.3,683.924
739.58,683.924
739.82,683.994
740.1,684.029
740.4,683.994
740.66,683.994
740.98,684.029
741.32,684.064
741.62,684.099
741.96,684.134
742.4,684.169
742.72,684.204
743.04,684.239
743.36,684.239
743.7,684.204
744,684.169
744.3,684.134
744.62,684.099
744.9,684.064
745.18,684.064
745.46,684.064
745.74,684.064
746.06,684.064
746.46,684.064
746.78,684.064
747.06,684.099
747.32,684.099
747.6,684.169
747.86,684.239
748.14,684.274
748.44,684.309
748.72,684.379
749,684.414
749.3,684.449
749.6,684.484
749.9,684.589
750.38,684.729
750.68,684.799
751.02,684.834
751.4,684.904
751.46,685.009
751.48,684.379
751.48,683.574
751.48,682.804
751.5,682.313
751.5,681.578
751.48,680.878
751.52,680.248
751.52,679.617
751.52,678.847
751.52,678.322
751.5,677.832
751.52,677.376
751.52,676.921
751.52,676.501
751.52,676.081
751.52,675.696
751.52,675.346
751.52,674.995
751.54,674.645
751.52,674.33
751.52,674.015
751.54,673.63
751.52,673.385
751.52,673.105
751.56,672.825
751.54,672.58
751.54,672.439
751.56,672.229
751.54,671.984
751.56,671.739
751.56,671.564
751.56,671.354
751.58,671.144
751.56,670.934
751.56,670.724
751.56,670.549
751.56,670.374
751.56,670.199
751.58,670.024
751.58,669.883
751.6,669.708
751.56,669.568
751.58,669.428
751.58,669.253
751.56,669.183
751.58,669.043
751.58,668.903
751.56,668.693
751.58,668.588
751.56,668.483
751.6,668.378
751.58,668.238
751.56,668.133
751.58,667.993
751.56,667.888
751.58,667.783
751.6,667.678
751.58,667.573
751.62,667.468
751.6,667.362
751.6,667.222
751.58,667.152
751.6,667.047
751.6,666.942
751.58,666.872
751.56,666.767
751.6,666.662
751.6,666.592
751.6,666.487
751.6,666.452
751.6,666.382
751.62,666.312
751.6,666.207
751.6,666.102
751.62,666.032
751.6,665.962
751.6,665.892
751.6,665.822
751.6,665.717
751.6,665.647
751.6,665.577
751.6,665.507
751.62,665.437
751.6,665.367
751.6,665.297
751.6,665.227
751.6,665.157
751.6,665.087
751.6,665.017
751.58,664.947
751.6,664.912
751.6,664.876
751.6,664.806
751.6,664.771
751.62,664.701
751.6,664.631
751.6,664.596
751.6,664.526
751.6,664.491
751.62,664.386
751.6,664.351
751.62,664.281
751.6,664.246
751.62,664.176
751.6,664.106
751.6,664.071
751.62,664.036
751.6,663.966
751.6,663.931
751.62,663.861
751.6,663.861
751.6,663.826
751.6,663.721
751.62,663.686
751.62,663.616
751.62,663.616
751.6,663.546
751.62,663.511
751.6,663.476
751.62,663.441
751.6,663.406
751.62,663.336
751.6,663.301
751.62,663.266
751.62,663.231
751.6,663.161
751.62,663.126
751.6,663.091
751.62,663.056
751.62,663.021
751.6,662.951
751.62,662.916
751.62,662.881
751.62,662.846
751.62,662.811
751.6,662.776
751.62,662.741
751.62,662.706
751.62,662.671
751.6,662.601
751.62,662.601
751.6,662.566
751.62,662.531
751.6,662.496
751.62,662.461
751.64,662.426
751.62,662.391
751.62,662.356
751.62,662.32
751.62,662.285
751.62,662.25
751.62,662.215
751.6,662.18
751.6,662.145
751.62,662.11
751.62,662.075
751.62,662.04
751.62,662.005
751.64,662.005
751.62,661.97
751.64,661.935
751.64,661.9
751.6,661.9
751.62,661.865
751.64,661.795
751.62,661.795
751.62,661.76
751.62,661.725
751.62,661.69
751.64,661.69
751.6,661.655
751.64,661.62
751.62,661.585
751.62,661.55
751.62,661.55
751.64,661.515
751.62,661.48
751.62,661.445
751.62,661.41
751.62,661.41
751.62,661.375
751.64,661.34
751.64,661.34
751.64,661.34
751.64,661.305
751.62,661.27
751.62,661.235
751.6,661.2
751.62,661.165
751.62,661.165
751.62,661.13
751.62,661.095
751.62,661.095
751.62,661.06
751.62,661.025
751.62,661.025
751.62,660.99
751.62,660.955
751.64,660.955
751.62,660.92
751.62,660.92
751.62,660.885
751.62,660.885
751.62,660.815
751.64,660.815
751.64,660.78
751.62,660.78
751.64,660.745
751.62,660.71
751.62,660.71
751.62,660.675
751.62,660.64
751.64,660.64
751.62,660.605
751.62,660.57
751.64,660.57
751.64,660.535
751.62,660.535
751.64,660.5
751.64,660.5
751.62,660.465
751.62,660.43
751.62,660.43
751.62,660.43
751.62,660.395
751.62,660.395
751.62,660.36
751.62,660.325
751.62,660.325
751.62,660.29
751.62,660.255
751.64,660.255
751.62,660.22
751.62,660.22
751.62,660.185
751.62,660.185
751.64,660.15
751.62,660.15
751.64,660.15
751.64,660.115
751.62,660.08
751.66,660.08
751.62,660.045
751.62,660.045
751.64,660.01
751.62,660.01
751.62,659.975
751.62,659.975
751.64,659.94
751.62,659.94
751.64,659.905
751.62,659.905
751.64,659.87
751.64,659.87
751.64,659.835
751.62,659.835
751.62,659.799
751.64,659.799
751.64,659.764
751.64,659.764
751.64,659.729
751.64,659.729
751.64,659.729
751.62,659.694
751.62,659.694
751.64,659.659
751.64,659.659
751.64,659.624
751.64,659.624
751.62,659.589
751.64,659.589
751.64,659.554
751.64,659.554
751.62,659.554
751.62,659.519
751.64,659.519
751.64,659.484
751.64,659.484
751.64,659.449
751.62,659.484
751.62,659.449
751.62,659.414
751.62,659.414
751.64,659.379
751.64,659.379
751.62,659.344
751.64,659.379
751.62,659.344
751.62,659.344
751.64,659.309
751.62,659.309
751.62,659.309
751.62,659.274
751.62,659.274
751.62,659.239
751.62,659.239
751.62,659.239
751.62,659.204
751.64,659.204
751.62,659.169
751.64,659.169
751.62,659.134
751.64,659.134
751.64,659.099
751.62,659.134
751.64,659.099
751.64,659.099
751.64,659.064
751.64,659.064
751.64,659.064
751.6,659.064
751.62,659.029
751.64,659.029
751.64,658.994
751.62,658.994
751.64,658.994
751.64,658.959
751.62,658.959
751.62,658.959
751.62,658.924
751.64,658.924
751.62,658.889
751.64,658.889
751.64,658.889
751.62,658.854
751.62,658.854
751.64,658.819
751.64,658.854
751.62,658.819
751.62,658.819
751.64,658.819
751.62,658.819
751.64,658.784
751.64,658.749
751.64,658.749
751.64,658.749
751.64,658.714
751.64,658.714
751.66,658.714
751.62,658.679
751.62,658.679
751.62,658.679
751.62,658.644
751.62,658.644
751.62,658.644
751.66,658.644
751.64,658.609
751.64,658.609
751.64,658.574
751.64,658.574
751.62,658.574
751.62,658.574
751.62,658.539
751.64,658.539
751.66,658.539
751.62,658.504
751.64,658.504
751.62,658.504
751.66,658.504
751.64,658.469
751.62,658.469
751.62,658.469
751.64,658.434
751.64,658.434
751.66,658.399
751.64,658.399
751.62,658.399
751.64,658.399
751.64,658.399
751.64,658.364
751.64,658.364
751.64,658.364
751.64,658.329
751.62,658.329
751.62,658.329
751.64,658.294
751.62,658.294
751.64,658.294
751.64,658.294
751.64,658.259
751.62,658.259
751.62,658.259
751.62,658.259
751.64,658.224
751.62,658.224
751.64,658.224
751.64,658.189
751.64,658.189
751.66,658.189
751.62,658.189
751.64,658.154
751.64,658.154
751.66,658.154
751.64,658.119
751.64,658.119
751.64,658.119
751.64,658.119
751.62,658.119
751.62,658.084
