Displacement/μm - ,Load/N - 
212.3,215.719
212.32,215.719
212.3,215.719
212.32,215.719
212.32,215.719
212.32,215.719
212.3,215.719
212.3,215.684
212.32,215.684
212.3,215.719
212.32,215.684
212.3,215.684
212.32,215.684
212.3,215.684
212.3,215.684
212.3,215.684
212.3,215.684
212.3,215.684
212.32,215.684
212.3,215.684
212.3,215.684
212.3,215.684
212.3,215.684
212.32,215.684
212.32,215.684
212.32,215.684
212.3,215.684
212.3,215.684
212.32,215.649
212.3,215.649
212.32,215.684
212.3,215.649
212.32,215.649
212.32,215.649
212.3,215.649
212.32,215.649
212.32,215.649
212.32,215.649
212.32,215.649
212.32,215.649
212.3,215.649
212.32,215.649
212.32,215.649
212.32,215.649
212.3,215.649
212.32,215.614
212.32,215.614
212.32,215.649
212.3,215.614
212.32,215.614
212.3,215.614
212.3,215.614
212.3,215.614
212.32,215.614
212.32,215.614
212.32,215.614
212.34,215.614
212.32,215.614
212.3,215.614
212.32,215.614
212.3,215.614
212.3,215.614
212.32,215.614
212.32,215.614
212.34,215.579
212.32,215.614
212.3,215.614
212.3,215.614
212.32,215.614
212.32,215.579
212.3,215.579
212.32,215.579
212.3,215.579
212.3,215.579
212.3,215.579
212.32,215.579
212.32,215.579
212.3,215.579
212.32,215.579
212.3,215.579
212.32,215.579
212.3,215.579
212.3,215.579
212.34,215.579
212.34,215.579
212.32,215.579
212.34,215.579
212.34,215.579
212.3,215.579
212.32,215.579
212.3,215.579
212.3,215.579
212.32,215.579
212.3,215.579
212.3,215.579
212.32,215.579
212.32,215.579
212.3,215.579
212.3,215.579
212.32,215.544
212.32,215.544
212.32,215.544
212.32,215.579
212.3,215.544
212.32,215.544
212.32,215.544
212.3,215.544
212.3,215.544
212.32,215.544
212.32,215.544
212.3,215.544
212.3,215.544
212.32,215.544
212.3,215.544
212.32,215.544
212.3,215.544
212.32,215.544
212.34,215.544
212.3,215.544
212.32,215.509
212.3,215.544
212.32,215.509
212.34,215.509
212.3,215.544
212.3,215.544
212.32,215.544
212.32,215.544
212.32,215.544
212.32,215.544
212.3,215.544
212.3,215.544
212.32,215.544
212.32,215.509
212.32,215.544
212.32,215.544
212.32,215.509
212.32,215.509
212.32,215.544
212.32,215.544
212.3,215.509
212.32,215.509
212.32,215.509
212.34,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.34,215.544
212.32,215.544
212.32,215.544
212.32,215.544
212.32,215.544
212.3,215.544
212.32,215.509
212.32,215.544
212.3,215.544
212.3,215.544
212.34,215.544
212.34,215.544
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.34,215.509
212.34,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.3,215.509
212.32,215.509
212.34,215.509
212.34,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.509
212.32,215.474
212.32,215.474
212.32,215.509
212.32,215.474
212.32,215.474
212.34,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.3,215.474
212.34,215.474
212.32,215.474
212.34,215.474
212.32,215.474
212.34,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.34,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.474
212.32,215.439
212.32,215.439
212.3,215.439
212.34,215.439
212.32,215.439
212.32,215.439
212.32,215.439
212.32,215.439
212.32,215.404
212.34,215.334
212.36,215.229
212.36,215.124
212.4,215.019
212.4,214.949
212.44,214.844
212.48,214.774
212.52,214.704
212.6,214.669
212.66,214.669
212.74,214.704
212.84,214.739
212.9,214.739
212.98,214.774
213.06,214.914
213.16,215.159
213.24,215.369
213.34,215.544
213.42,215.719
213.52,215.929
213.64,216.139
213.7,216.385
213.78,216.595
213.92,216.875
214,217.12
214.12,217.435
214.22,217.715
214.34,217.995
214.44,218.345
214.56,218.625
214.66,218.976
214.74,219.291
214.86,219.606
214.98,219.921
215.1,220.271
215.22,220.726
215.32,221.076
215.44,221.462
215.6,221.847
215.72,222.232
215.84,222.617
216,223.037
216.14,223.457
216.3,223.877
216.48,224.333
216.66,224.718
216.8,225.173
217.02,225.768
217.2,226.188
217.38,226.609
217.6,227.064
217.8,227.519
217.96,227.939
218.18,228.359
218.42,228.814
218.6,229.235
218.84,229.655
219.04,230.11
219.24,230.53
219.46,231.125
219.64,231.545
219.84,231.966
220.08,232.456
220.28,232.911
220.5,233.401
220.7,233.856
220.94,234.347
221.16,234.837
221.42,235.327
221.66,235.817
221.88,236.342
222.16,236.868
222.42,237.393
222.66,237.953
222.94,238.688
223.2,239.038
223.46,239.599
223.74,240.369
223.98,240.964
224.2,241.524
224.48,242.12
224.72,242.715
224.92,243.31
225.18,243.905
225.38,244.536
225.58,245.131
225.82,246.006
226.06,246.426
226.26,247.092
226.54,247.967
226.76,248.562
226.98,249.192
227.26,249.823
227.5,250.453
227.74,251.083
228.02,251.713
228.24,252.309
228.52,252.904
228.82,253.744
229.12,254.129
229.38,254.725
229.68,255.495
229.94,256.125
230.18,256.755
230.5,257.386
230.74,258.016
230.98,258.611
231.26,259.206
231.52,259.837
231.8,260.432
232.1,261.027
232.38,261.657
232.62,262.253
232.96,263.093
233.24,263.723
233.52,264.353
233.82,264.949
234.08,265.579
234.36,266.209
234.64,266.874
234.86,267.54
235.1,268.205
235.36,268.905
235.58,269.641
235.82,270.341
236.1,271.286
236.36,272.021
236.6,272.722
236.92,273.387
237.22,274.122
237.54,274.928
237.9,275.698
238.2,276.398
238.5,277.098
238.86,277.799
239.18,278.464
239.5,279.129
239.86,279.83
240.14,280.565
240.48,281.265
240.82,282.281
241.14,283.051
241.44,283.576
241.8,284.626
242.16,285.432
242.54,286.202
242.92,287.007
243.24,287.778
243.58,288.513
243.98,289.283
244.28,290.019
244.62,290.789
244.96,291.839
245.22,292.364
245.5,293.1
245.8,294.15
246.08,294.85
246.3,295.551
246.64,296.321
246.84,297.021
246.86,297.687
246.88,297.757
246.86,297.757
246.88,297.722
246.88,297.687
246.88,297.687
246.88,297.652
246.88,297.617
246.9,297.582
246.88,297.547
246.88,297.512
246.9,297.477
246.88,297.477
246.9,297.441
246.88,297.406
246.9,297.371
246.88,297.336
246.9,297.336
246.9,297.301
246.9,297.301
246.9,297.266
246.9,297.231
246.9,297.231
246.88,297.196
246.9,297.196
246.88,297.161
246.88,297.161
246.88,297.126
246.9,297.126
246.9,297.091
246.9,297.091
246.9,297.056
246.9,297.056
246.9,297.021
246.9,297.021
246.88,296.986
246.9,296.986
246.9,296.986
246.9,296.951
246.9,296.951
246.88,296.951
246.92,296.916
246.9,296.916
246.9,296.881
246.9,296.881
246.88,296.881
246.9,296.881
246.88,296.846
246.9,296.846
246.92,296.811
246.9,296.811
246.9,296.811
246.9,296.811
246.88,296.776
246.9,296.776
246.9,296.741
246.9,296.741
246.9,296.741
246.9,296.741
246.9,296.706
246.9,296.706
246.9,296.706
246.9,296.706
246.9,296.671
246.9,296.671
246.9,296.671
246.9,296.671
246.9,296.636
246.92,296.636
246.92,296.636
246.88,296.636
246.92,296.636
246.9,296.601
246.9,296.601
246.9,296.601
246.9,296.601
246.92,296.601
246.9,296.566
246.88,296.566
246.9,296.566
246.92,296.566
246.88,296.566
246.9,296.531
246.9,296.531
246.9,296.531
246.9,296.496
246.9,296.496
246.88,296.496
246.9,296.496
246.9,296.496
246.9,296.461
246.92,296.461
246.92,296.461
246.9,296.461
246.88,296.461
246.9,296.426
246.92,296.426
246.9,296.426
246.9,296.426
246.9,296.426
246.9,296.426
246.9,296.391
246.92,296.391
246.9,296.391
246.9,296.391
246.9,296.391
246.9,296.391
246.92,296.391
246.92,296.356
246.9,296.356
246.9,296.356
246.9,296.356
246.9,296.321
246.9,296.356
246.9,296.321
246.9,296.321
246.9,296.321
246.92,296.321
246.92,296.321
246.9,296.321
246.9,296.286
246.9,296.286
246.9,296.286
246.9,296.286
246.92,296.286
246.9,296.286
246.92,296.286
246.92,296.286
246.9,296.251
246.9,296.251
246.92,296.251
246.92,296.251
246.9,296.251
246.9,296.251
246.88,296.251
246.92,296.251
246.9,296.251
246.92,296.216
246.9,296.216
246.9,296.216
246.88,296.216
246.9,296.216
246.9,296.181
246.92,296.181
246.92,296.181
246.92,296.181
246.92,296.181
246.9,296.181
246.92,296.181
246.92,296.146
246.9,296.146
246.9,296.146
246.9,296.146
246.9,296.146
246.9,296.146
246.92,296.111
246.9,296.111
246.9,296.111
246.9,296.111
246.9,296.111
246.92,296.111
246.92,296.111
246.9,296.111
246.92,296.076
246.9,296.076
246.9,296.076
246.9,296.076
246.9,296.076
246.9,296.076
246.9,296.041
246.92,296.076
246.92,296.041
246.92,296.041
246.92,296.041
246.9,296.041
246.92,296.041
246.92,296.041
246.9,296.006
246.92,296.006
246.9,296.006
246.9,296.006
246.9,296.006
246.9,296.006
246.9,296.006
246.9,296.006
246.92,296.006
246.9,296.006
246.9,295.971
246.9,295.971
246.9,295.971
246.88,295.971
246.88,295.971
246.9,295.971
246.9,295.971
246.9,295.971
246.92,295.971
246.9,295.971
246.9,295.971
246.9,295.936
246.92,295.936
246.9,295.936
246.9,295.936
246.9,295.936
246.9,295.936
246.92,295.936
246.9,295.936
246.9,295.901
246.92,295.901
246.92,295.901
246.9,295.901
246.9,295.901
246.9,295.901
246.92,295.901
246.92,295.901
246.92,295.901
246.92,295.866
246.9,295.901
246.9,295.901
246.92,295.866
246.92,295.866
246.9,295.866
246.9,295.866
246.9,295.866
246.92,295.866
246.9,295.866
246.92,295.866
246.88,295.866
246.92,295.866
246.92,295.831
246.9,295.866
246.92,295.831
246.9,295.831
246.9,295.831
246.92,295.831
246.9,295.831
246.9,295.831
246.92,295.831
246.9,295.831
246.92,295.831
246.9,295.831
246.9,295.831
246.92,295.796
246.92,295.831
246.92,295.796
246.92,295.796
246.88,295.796
246.92,295.796
246.9,295.796
246.92,295.796
246.92,295.796
246.94,295.796
246.92,295.796
246.92,295.796
246.92,295.796
246.92,295.796
246.9,295.796
246.92,295.761
246.92,295.761
246.9,295.761
246.92,295.761
246.9,295.761
246.9,295.761
246.9,295.761
246.92,295.761
246.9,295.761
246.92,295.726
246.9,295.726
246.9,295.726
246.92,295.761
246.92,295.726
246.92,295.761
246.92,295.726
246.92,295.726
246.92,295.726
246.92,295.726
246.9,295.726
246.9,295.726
246.92,295.726
246.92,295.726
246.92,295.726
246.92,295.726
246.92,295.726
246.9,295.691
246.9,295.691
246.9,295.691
246.92,295.691
246.9,295.691
246.92,295.691
246.9,295.691
246.9,295.691
246.92,295.691
246.92,295.691
246.92,295.656
246.92,295.691
246.92,295.691
246.9,295.691
246.92,295.691
246.92,295.691
246.92,295.691
246.9,295.656
246.92,295.656
246.92,295.656
246.94,295.656
246.9,295.656
246.9,295.656
246.9,295.656
246.92,295.656
246.92,295.656
246.9,295.656
246.92,295.656
246.92,295.656
246.9,295.656
246.92,295.656
246.92,295.656
246.92,295.656
246.92,295.621
246.9,295.621
246.92,295.621
246.92,295.621
246.92,295.621
246.92,295.621
246.9,295.621
246.92,295.621
246.92,295.621
246.92,295.621
246.92,295.621
246.92,295.621
246.9,295.621
246.92,295.586
246.92,295.621
246.92,295.586
246.92,295.586
246.92,295.586
246.92,295.586
246.9,295.586
246.92,295.586
246.92,295.586
246.92,295.586
246.9,295.586
246.92,295.586
246.9,295.586
246.92,295.586
246.92,295.586
246.92,295.586
246.9,295.586
246.9,295.586
246.92,295.586
246.94,295.586
246.92,295.551
246.92,295.551
246.92,295.586
246.92,295.586
246.92,295.551
246.9,295.551
246.92,295.551
246.9,295.551
246.92,295.551
246.9,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.586
246.94,295.586
246.92,295.586
246.92,295.551
246.92,295.551
246.9,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.94,295.551
246.9,295.586
246.92,295.586
246.92,295.551
246.9,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.94,295.551
246.94,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.551
246.92,295.516
246.94,295.551
246.94,295.516
246.94,295.516
246.94,295.516
246.92,295.516
246.92,295.516
246.94,295.516
246.92,295.516
246.92,295.516
246.92,295.516
246.92,295.516
246.94,295.516
246.92,295.516
246.92,295.516
246.92,295.516
246.94,295.516
246.92,295.516
246.92,295.481
246.94,295.516
246.92,295.481
246.92,295.481
246.92,295.516
246.92,295.481
246.9,295.481
246.94,295.481
246.94,295.481
246.92,295.481
246.92,295.481
246.9,295.481
246.92,295.481
246.92,295.481
246.94,295.481
246.9,295.481
246.92,295.481
246.94,295.481
246.92,295.446
246.92,295.481
246.92,295.446
246.92,295.446
246.92,295.446
246.9,295.446
246.92,295.446
246.94,295.446
246.92,295.446
246.94,295.446
246.92,295.446
246.92,295.446
246.92,295.446
246.92,295.446
246.92,295.446
246.92,295.446
246.92,295.446
246.92,295.306
246.96,295.201
246.96,295.166
246.96,295.131
246.96,295.131
246.96,295.096
246.98,295.026
246.96,294.991
246.98,294.991
247,294.991
247.04,294.991
247.14,295.096
247.22,295.201
247.3,295.236
247.36,295.376
247.46,295.621
247.56,295.971
247.64,296.251
247.72,296.496
247.8,296.671
247.88,297.021
248,297.266
248.1,297.547
248.18,297.862
248.32,298.177
248.42,298.492
248.5,298.807
248.62,299.157
248.78,299.472
248.86,299.822
248.98,300.208
249.12,300.593
249.28,301.083
249.42,301.468
249.54,301.853
249.68,302.133
249.84,302.624
250,303.044
250.12,303.429
250.28,303.849
250.46,304.304
250.62,304.724
250.76,305.145
250.92,305.6
251.1,306.055
251.28,306.51
251.44,307
251.62,307.49
251.8,308.156
252,308.646
252.16,309.171
252.34,309.661
252.56,310.152
252.72,310.642
252.9,311.097
253.08,311.587
253.3,312.042
253.5,312.497
253.68,312.988
253.9,313.478
254.1,314.003
254.32,314.493
254.52,314.983
254.7,315.509
254.94,316.244
255.14,316.734
255.32,317.259
255.48,317.82
255.72,318.31
255.9,318.87
256.1,319.465
256.26,320.095
256.5,320.691
256.7,321.321
256.88,321.951
257.12,322.581
257.36,323.177
257.58,323.807
257.82,324.402
258.06,325.032
258.34,325.838
258.6,326.293
258.88,326.958
259.12,327.588
259.46,328.464
259.76,329.094
260,329.724
260.32,330.319
260.64,330.95
260.9,331.51
261.14,332.07
261.38,332.665
261.66,333.261
261.92,333.821
262.18,334.381
262.42,334.941
262.72,335.677
262.98,336.237
263.26,336.797
263.52,337.147
263.84,337.952
264.16,338.548
264.42,339.178
264.72,339.843
265.02,340.473
265.3,341.104
265.54,341.734
265.78,342.364
266.06,343.029
266.32,343.695
266.56,344.465
266.8,345.2
267.1,346.181
267.34,346.951
267.58,347.756
267.86,348.562
268.18,349.437
268.48,350.242
268.78,351.013
269.08,351.783
269.44,352.553
269.76,353.289
270.04,353.989
270.36,354.689
270.68,355.634
270.98,356.055
271.24,356.72
271.52,357.42
271.84,358.366
272.14,359.101
272.4,359.801
272.7,360.536
273,361.237
273.28,361.902
273.58,362.602
273.84,363.302
274.2,364.038
274.48,364.738
274.78,365.473
275.08,366.174
275.4,367.154
275.64,367.644
275.92,368.45
276.16,369.29
276.48,370.27
276.72,371.006
276.98,371.741
277.24,372.511
277.56,373.281
277.84,374.017
278.1,374.752
278.4,375.487
278.74,376.293
279.06,377.063
279.4,377.833
279.74,378.604
280.14,379.654
280.46,380.424
280.8,380.914
281.1,381.72
281.48,382.7
281.8,383.47
281.86,384.311
281.88,384.486
281.88,384.521
281.86,384.486
281.9,384.486
281.9,384.451
281.9,384.416
281.9,384.381
281.9,384.311
281.9,384.311
281.9,384.241
281.9,384.206
281.9,384.171
281.92,384.136
281.88,384.101
281.9,384.066
281.9,384.031
281.9,383.996
281.9,383.996
281.88,383.961
281.9,383.926
281.88,383.891
281.9,383.856
281.9,383.856
281.9,383.821
281.92,383.786
281.9,383.751
281.9,383.751
281.9,383.716
281.9,383.716
281.9,383.681
281.92,383.646
281.92,383.646
281.9,383.61
281.9,383.61
281.9,383.575
281.9,383.575
281.9,383.54
281.9,383.505
281.9,383.505
281.9,383.47
281.9,383.47
281.9,383.435
281.9,383.435
281.9,383.4
281.92,383.4
281.9,383.365
281.9,383.365
281.92,383.365
281.9,383.33
281.9,383.33
281.94,383.295
281.92,383.295
281.92,383.26
281.9,383.26
281.9,383.225
281.9,383.225
281.9,383.225
281.92,383.19
281.92,383.19
281.9,383.19
281.9,383.155
281.92,383.155
281.9,383.155
281.9,383.12
281.92,383.12
281.92,383.085
281.92,383.085
281.9,383.085
281.92,383.085
281.92,383.05
281.9,383.05
281.92,383.015
281.94,383.015
281.92,383.015
281.9,383.015
281.9,382.98
281.92,382.98
281.92,382.945
281.9,382.98
281.92,382.945
281.9,382.945
281.92,382.945
281.9,382.91
281.9,382.91
281.9,382.91
281.92,382.875
281.92,382.875
281.92,382.875
281.9,382.875
281.92,382.84
281.92,382.84
281.92,382.84
281.92,382.84
281.9,382.84
281.92,382.805
281.92,382.805
281.92,382.805
281.9,382.77
281.92,382.77
281.92,382.77
281.92,382.77
281.92,382.735
281.92,382.735
281.92,382.735
281.9,382.735
281.92,382.7
281.92,382.7
281.92,382.7
281.9,382.7
281.92,382.7
281.92,382.7
281.92,382.665
281.92,382.665
281.92,382.7
281.92,382.7
281.92,382.7
281.92,382.665
281.92,382.665
281.9,382.665
281.92,382.63
281.92,382.63
281.92,382.63
281.9,382.595
281.92,382.595
281.94,382.595
281.92,382.595
281.9,382.595
281.92,382.56
281.92,382.56
281.9,382.56
281.92,382.525
281.92,382.525
281.9,382.525
281.92,382.525
281.94,382.525
281.92,382.525
281.92,382.525
281.9,382.49
281.92,382.49
281.92,382.49
281.92,382.49
281.9,382.455
281.9,382.455
281.92,382.455
281.92,382.455
281.92,382.42
281.9,382.42
281.92,382.42
281.92,382.42
281.92,382.42
281.92,382.385
281.9,382.385
281.92,382.385
281.9,382.385
281.92,382.35
281.92,382.385
281.92,382.35
281.92,382.35
281.9,382.35
281.9,382.35
281.94,382.315
281.9,382.315
281.92,382.315
281.9,382.315
281.92,382.315
281.92,382.315
281.92,382.28
281.9,382.28
281.92,382.28
281.9,382.28
281.92,382.28
281.9,382.28
281.94,382.28
281.92,382.245
281.92,382.245
281.92,382.245
281.94,382.245
281.9,382.245
281.9,382.21
281.92,382.21
281.92,382.21
281.92,382.21
281.92,382.21
281.9,382.21
281.94,382.21
281.9,382.21
281.92,382.175
281.9,382.175
281.9,382.175
281.92,382.175
281.92,382.175
281.9,382.175
281.92,382.175
281.94,382.14
281.9,382.14
281.92,382.14
281.92,382.14
281.92,382.14
281.92,382.14
281.9,382.14
281.92,382.14
281.92,382.14
281.92,382.105
281.9,382.105
281.92,382.105
281.92,382.105
281.92,382.105
281.92,382.105
281.92,382.07
281.9,382.07
281.9,382.07
281.94,382.07
281.92,382.07
281.94,382.07
281.92,382.07
281.9,382.07
281.9,382.07
281.92,382.07
281.92,382.035
281.92,382.07
281.92,382.035
281.92,382.035
281.92,382.035
281.92,382.035
281.9,382.035
281.92,382.035
281.9,382
281.92,382
281.9,382
281.92,382
281.92,382
281.94,382
281.92,382
281.92,382
281.94,382
281.92,382
281.9,382
281.92,382
281.92,381.965
281.92,381.965
281.92,381.965
281.92,381.965
281.9,381.965
281.9,381.965
281.9,381.93
281.92,381.93
281.92,381.93
281.9,381.93
281.9,381.93
281.92,381.93
281.9,381.93
281.92,381.93
281.92,381.93
281.92,381.93
